id,screenName,userId,text,location,multi-team,sentiment
648,SquarePegDem,983419375,Too bad we're not having all-NATO #WorldCup semifinal games.,"Bronx, NY",FALSE,nan
649,LesisMoreSports,448148939,Croatia! knocking off the host team! I like it! #WorldCup,"Louisville, KY",FALSE,pos
650,kryanjames,10376152,Anyone checking on that Russian armored column heading toward Croatia? #WorldCup,"Arkansas, USA",FALSE,nan
651,mikescrazymind1,8.34E+17,"Trump picked Russia to win the World Cup from the beginning 

#WorldCup #WorldCup2018","Middletown, OH",FALSE,nan
652,imkrieger,45768361,I am in a #FIFAWorldCup pool and I have Belgium and I 100% believe they won yesterday because @LYNNGVNN is touring there. ?,"Allen Park, MI",FALSE,pos
653,ThePashaB,125913513,This commentator makes me so happy. #GOOAAAALLLLL #LLLLLLL #WorldCup https://t.co/lpuIOFsx0s,"Los Angeles, CA",FALSE,nan
654,mgreco84,38751027,"FIFA World Cup: Russia 2, Croatia 2. Croatia wins in 4-3 Penalty Kick-Off in 4th of Quarter-Finals in FIFA Soccer W… https://t.co/qMMvw58Hu5","Florida, USA",FALSE,nan
655,xlevix10,49663056,Can't wait for the #WorldCup to be over,"Marysville, OH",FALSE,nan
656,Phil_Sports,339915884,"@FCHSBandAlumni He was living there, working there and he had a chance to play at a #WorldCup.

EU citizenship is s… https://t.co/ROIUcl4527","Connecticut, USA",FALSE,nan
657,djbhorner,15353824,It’s coming home! #worldcup @ The Rose https://t.co/OYdeucPxkf,"Edwards, CO",FALSE,nan
658,LerbyOfficial,312328907,What a day! What a game! Wow Russia! You deserved better! Croatia! It’s destiny! We got three free beers each for b… https://t.co/E2c8ZVucx3,"Denver, CO",FALSE,nan
659,mgreco84,38751027,"FIFA World Cup: Russia 2, Croatia 2. Croatia wins in 4-3 Penalty Kick-Off in 4th of Quarter-Finals in FIFA Soccer W… https://t.co/0ocUnD1Dic","Florida, USA",FALSE,nan
660,KKaravias,166186269,I think #Cronuts will take on a different meaning in the states! That was a spectacular game #Croatia  we went… https://t.co/DpWFTR4Tqc,"Arcola, TX",FALSE,pos
661,Ahaley,879191,#WorldCup soccer is amazing but a goal is just not a goal without @TimberJoey firing up a chainsaw. #RCTID,"Austin, TX",FALSE,nan
662,casaguglielmi,7.58E+17,"“?ovjek snuje, Bod odre?uje.” #CRO ?? #WorldCup https://t.co/IR2ZqeXNdd","California, USA",FALSE,nan
663,danteb1,62854163,"How much you wanna bet that the Croatian team mysteriously DIES in the next 48 hrs., and Russia takes their place i… https://t.co/Psxd1iZAqj","Indianapolis, IN",FALSE,nan
664,Schatzilein8,126742095,I am literally crying here for happiness with Croatia!!! OMG ...that is awesome!!! Kicking Russia's ass in their ow… https://t.co/K8g9z3YPEj,"Texas, USA",FALSE,pos
665,mgreco84,38751027,"FIFA World Cup: Russia 2 , Croatia 2. Croatia wins in 4-3 Penalty Kick-Off in 4th of Quarter-Finals in FIFA Soccer… https://t.co/OqmrbdVbEb","Florida, USA",FALSE,nan
666,jesbaez,32697403,Wait for it.... ? #WorldCup https://t.co/el5gXTxNdK,"Florida, USA",FALSE,nan
667,Twitte_r_ful_AJ,16475206,@TheJayUNF absolutely killing it on #WorldCup predictions ? while I'm sucking it up. Glad you were right as England… https://t.co/4f57TYfHPU,"Alabama, USA",FALSE,nan
668,JaroG4,65156634,What an amazing game between Croatia and Russia this afternoon. I was genuinely on pins and needles about the outco… https://t.co/6fN1uJgLRg,"Manhattan, NY",FALSE,nan
669,rosecitymatt,23401287,???? #ThreeLions #WorldCup https://t.co/NkYtATnZyP,"Happy Valley, OR",FALSE,nan
670,kp_sounders,1641524612,This one too - the Edge from U2 explaining why sick days go up 300% in June every 4 years.. https://t.co/ihxhAQzIQv  #worldcup #beautifulday,"Shoreline, WA",FALSE,nan
671,Thee_Mac_Attack,360258985,#Croatia bandwagon,"Indiana, USA",FALSE,pos
672,CycleParadise,2323096202,"#WorldCup 

4 teams left.

Each team plays two games; one team will win both games and win the Cup; two teams will… https://t.co/jiA4Ynunna","North Carolina, USA",FALSE,nan
673,Linzzcu02,2400080560,The Croatia goalie is HOTT! #WorldCup #CRO,"Monessen, PA",FALSE,pos
674,Cashmir23,47335873,#messi #messi10 #fcbarcelona #barcelona #soccer #futbol #argentina #lionelmessi #Deronette #best #soccerjersey… https://t.co/jXzVAPP65y,"Boston, MA",FALSE,nan
675,ScottSandalow,14102454,"The best thing about this #WorldCup is that I can be simultaneously drunk, hungover, and home before six.","Brooklyn, NY",FALSE,nan
676,miller304,142435549,Somewhere Toni Kukoc is wasted. #Croatia #WorldCup,"Dallas, TX",FALSE,nan
677,ValmontGod,71297043,Living that World Cup life! Thanks to marissa_mejia_is_awesome and @lukepartridge and then @KyleMAnderson for… https://t.co/80ip2wfaW0,"Brooklyn, NY",FALSE,nan
678,kittydoormat,302818369,"Like my very first one (USA 1994), this #worldcup is going to be one I tell my future fur-children about.","Houston, TX",FALSE,nan
679,UncleBillys,19730357,"#Repost @jutesocute 
Saturdays are for fútbol and day drinking. Current mood: ???
•
•
•
#dogstagram #worldcup… https://t.co/2dYgLImboo","Austin, TX",FALSE,nan
680,boraba,32713346,"As @NATO gets ready to have a summit in Belgium ?? on July 11-12th, it will be only NATO States in the #worldcup se… https://t.co/3cf5sXZ48h","Colorado, USA",FALSE,nan
681,joshi_kant,1546670912,Now at this stage my favourite team is France.#WorldCup #fifaworldcup2018 #FootballWorldCup2018,"Massachusetts, USA",FALSE,pos
682,DeenWorley4,855735974,"Man, only 4 more World Cup games left.... it’s seems like yesterday Russia was banging goals left and right against Saudi Arabia #WorldCup","Valdosta, GA",FALSE,nan
683,JerredEngland,407520817,"Hey @JPickford1 , didn’t realize England built a wall at #worldcup2018 while we just talk about it across the pond.… https://t.co/yA47Dd0YHC","Edmond, OK",FALSE,nan
684,ToddFlora,20166728,Awe... there went #RUS #Russia's chances for a trip to the @WhiteHouse #WhiteHouse #WorldCup #RussiaVsCroatia,"Santa Monica, CA",FALSE,nan
685,philipsturner,18086368,@michaelcrowley @noamscheiber Odd to me that Putin has had very little visibility during #WorldCup. Surprising he w… https://t.co/B3J80L0Y2R,"Manhattan, NY",FALSE,nan
686,rvalentwit,34960999,".@ForeignPolicy I doubt that, after today’s deed, Modric is Croatia’s most loathed person. #CRORUS #WorldCup https://t.co/GDJr5pQySt","Brooklyn, NY",FALSE,nan
687,NicholasSanchiz,3108085005,Really not coping well with the reality that there are only four more games left in the #WorldCup,"Washington, DC",FALSE,nan
688,Unspeakable,14353103,#champagne #preflight #jfk #hauteroute bound #france@#switzerland #getoutside }getoutdoors @ John F. Kennedy Intern… https://t.co/gTrCbNiYjU,"Queens, NY",FALSE,nan
689,gussthelawyer,63212141,Russia losing brings me great joy. #WorldCup,"Washington, DC",FALSE,nan
690,actuarygambler,321612832,So sorry to hear your team was eliminated from the  #WorldCup @realDonaldTrump. Thoughts and prayers.,"Seattle, WA",FALSE,nan
691,MCBItalia,3010533494,"@MKalber9 Right, Marissa?!? What a #worldcup ! Glad you’re following it!","Florida, USA",FALSE,nan
692,kensando11,335110383,"????
Same flags
#WorldCup https://t.co/Fy2EkGItIb","Albuquerque, NM",FALSE,nan
693,FreshMoneyJones,25337558,There’s 50/50 chance a country that’s never won the World Cup or been in the final will make it that far and this i… https://t.co/DE8yZ5tefn,"Cedar Rapids, IA",FALSE,nan
694,Hopsmithchicago,2856921492,We’re showing all of the World Cup games! Open at noon Mon-Fri and opening early next weekend! ?? ? ? #openforlunch… https://t.co/POwfdiBDH0,"Chicago, IL",FALSE,nan
695,querlvox,19261695,I'd be lying if I said I wasn't happy to see Russia ousted from the #WorldCup.,"Lincoln, CA",FALSE,nan
696,NikoHKK,720516768,2 outta 3 ain’t bad - #Engerland #WorldCup #Cubs #MLB both won shame about #Kedders #Edmund #Wimbledon but stellar… https://t.co/Vh7BL9Ddey,"Naperville, IL",FALSE,nan
697,RachelChang,17653630,People from every country in a Vietnamese restaurant cheering for Russia or Croatia. #WorldCup… https://t.co/6n9mmJn8of,New Thanh Hoai,FALSE,nan
698,kp_sounders,1641524612,"Its an old commercial, but the words still ring true. “Once every 4 years...” World Cup Anthem… https://t.co/AzD65dBrHa","Shoreline, WA",FALSE,nan
699,SoccerMostly,9.92E+17,"Quarterfinal Review: Sad Vlad, Baller Belgiums, Tears for Uruguay, and could it really be Coming Home. #worldcup… https://t.co/sbM9Epr2up","Providence, RI",FALSE,nan
700,SethPlank,3179821965,Who ya got winning it all? #WorldCup,"Gainesville, FL",FALSE,nan
701,Ysak_Krishnan,1603476776,English fans fighting for Brexit after reaching semis; Swedish firms like IKEA are taking the jobs of common English #WorldCup #SWEENG,"Boca Raton, FL",FALSE,nan
702,Ritterton,1214146590,"TIME TO CHEER FOR #TeamCroatia #WorldCup Sorry to my UK ancestors, but that is such a great story there with #Croatia","Auburn, WA",FALSE,pos
703,Chalice13133,241773066,"Sweden had a good run and I'm proud of them! See you men in the Finals in four years!!

#TeamSweden
#WorldCup https://t.co/vwWqsgtris","Fort Collins, CO",FALSE,nan
704,Prabhas_Fan_Evr,7.57E+17,"What a game t is to witness, the better team always wins. Congrats #Croatia #FifaWorldCup2018","Charlotte, NC",FALSE,pos
705,PatrickDailey,33664590,Y’all got any more of that #WorldCup? https://t.co/oDL4kN4UmO,"Vista, CA",FALSE,nan
706,StandingsNYC,282715916,Congrats to #Croatia !!! We are ALL Croatian today!! ?? https://t.co/olPZ5yTDCB,"Manhattan, NY",FALSE,pos
707,CoolMoozie,46503714,Some really happy #croatia fans celebrating! #worldcup2018 #croatia?? @ Reuben's Brews https://t.co/LsfJF0Ea3a,"Seattle, WA",FALSE,pos
708,jfreemon63,110050079,Down. Goes. Russia. #worldcup? ?,"Romulus, MI",FALSE,nan
709,joshkaradeema,84199344,The UCF theory. #WorldCup https://t.co/iGMYqr3yeB,"World Golf Village, FL",FALSE,nan
710,amlopez71,1566110827,Croatia moves on!!! #RUSCRO #WorldCup ??????,"Los Angeles, CA",FALSE,pos
711,TyMurphy19,8.69E+17,"@AdamParkhomenko And no word yet from Melania?

#Croatia","Santa Monica, CA",FALSE,nan
712,BeerLessTraveld,392722780,A #cheesesteak in #Jersey!? Close enough to #philly... plus #history #beer &amp; #soccer @RiverHorseBrew #blonde #ale… https://t.co/Pp4kpnmDEI,"Ewing, NJ",FALSE,nan
713,joshkaradeema,84199344,@JeremyWegener we look good now ? #WorldCup https://t.co/HAvFmqwTXY,"World Golf Village, FL",FALSE,nan
714,WandaWomanEh,249764236,"Thoughts and prayers to Trump, he must be so bummed that his team lost. ? 
#WorldCup2018 #Trump… https://t.co/c4tvYYFvnY","Santa Monica, CA",FALSE,nan
715,redgaskell,182968471,For the last few weeks when @niranvinod posted “it’s coming home” I thought he was talking about his newborn and to… https://t.co/I4O9ueY1Nh,"Brooklyn, NY",FALSE,nan
716,Khoja_Inc,73067658,What a game @FIFAWorldCup between #Croatia and #Russia !  Idemo #Hrvatska https://t.co/qGXXkABper,"Larchmont, NY",FALSE,nan
717,Veevers,16927737,"Congratulations to my boyfriend, The Croatian National Team #WorldCup https://t.co/AwgYP2Xr4g",Barney's Beanery,FALSE,nan
718,cathompson,124375189,@BowinPearson So do I. It's too bad that the @ussoccer_mnt failed to qualify to compete in the 2018 #WorldCup. I wo… https://t.co/G0YGjCK2vU,"Blackfoot, ID",FALSE,nan
719,SarcasticArepa,805929686,I now #predict that #Russia will find an #excuse to #invade #Croatia and wipe them off the face of the planet. #war… https://t.co/SVHJnpLEpC,"Queens, NY",FALSE,nan
720,awestover,84381639,Dead !  @bmorecraftbeer @shay3322 #worldcup https://t.co/pZt8bt9Kpj,"White Marsh, MD",FALSE,nan
721,AD_Foster,32454230,Here’s hoping that’s NOT your last one over the next week! #ThreeLions #England https://t.co/AtZWTXDPoz,"Manhattan, NY",FALSE,pos
722,blackveggie,57131492,Woohoo!  Hrvatska!  #Croatia #WorldCup2018 https://t.co/11VOMEgUkj,"Portland, OR",FALSE,pos
723,MatthewConyers,170426272,The Iceman Cometh. #worldcup https://t.co/d5XHYpvwA9,"Wakefield, RI",FALSE,nan
724,npopolo,63647849,LOL ? #WorldCup2018 #WorldCup https://t.co/IOgRg2sn9w,"Chicago, IL",FALSE,nan
725,Peter_Aschoff,316216298,What a game that was. Definitely one of the best games of this #WorldCup hands down. #RUS far exceeded all expectat… https://t.co/p9Slo4Ngso,"Brooklyn, NY",FALSE,nan
726,joelnagy,20551374,That Croatia vs Russia #WorldCup game incredibly intense! Super excited for our Croatian engineers!!!,"Brooklyn, NY",FALSE,nan
727,AD_Foster,32454230,Worst part of today’s World Cup matches being over….only 4 MATCHES left! What an amazing sporting event this… https://t.co/qeIk3jSKOP,"Manhattan, NY",FALSE,nan
728,The_Rosenberg,49151657,Europe during the #WorldCup is the best. #ItsCominHome ??????? https://t.co/fS1JhtUkkP,"Omaha, NE",FALSE,nan
729,robpike19,523345899,Population of #Croatia is 4 million.  Less than half the population of Chicago metro area.  #WorldCup https://t.co/pHZNvcYjtA,"Carmel, IN",FALSE,nan
730,LucasYancey,284679618,Tough loss for #russia today against #croatia and after my stint in Russia for the #WorldCup2018 it was an  amazing… https://t.co/Cog5EMqtVN,"Los Angeles, CA",FALSE,nan
731,AlexCKaufman,94215105,"Astoria — which, while known for its Greek and Arab communities has a huge Balkan population — is going nuts over t… https://t.co/WRzoq3Tx4K","Queens, NY",FALSE,nan
732,rickyrod1385,19462442,France!!! #WorldCup2018 #France https://t.co/7IUBsNzLyW,Dallas-Fort Worth TX,FALSE,pos
733,JacobWilley,2362863919,Go #England ! #EnglandvsSweden,Del Frisco's Grille,FALSE,pos
734,dhalajmy,628989586,"????? ???? ??? ????? ??????? ?????? ??????

???? ??????? ???????? ?????????? ????????????????

Come on @England let… https://t.co/O72vF6J40I","Los Angeles, CA",FALSE,pos
735,iggymaz,231460822,Phew! That was another game and half. What a #WorldCup this has been. Luka Modric player of the tournament so far.… https://t.co/ejDX9511VK,"Dallas, TX",FALSE,nan
736,GuinnessDog,35196117,What’s a guy to do when the family’s away on vacation - lay around on the couch with the pups while day drinking an… https://t.co/peZc7TUHg0,"Maryland, USA",FALSE,nan
737,steve_sez_3MTA3,2363427326,That was as much drama as I’ve ever seen in any sporting event. #RUSvsCRO #WorldCup,"El Paso, TX",FALSE,nan
738,Benjrolison,49634644,Reppin east London in Vegas! #itscomin #england #onemarknoble @Noble16Mark https://t.co/BL5iCACxnw,Crown & Anchor Pub,FALSE,nan
739,jraitz4,818606444,Luka Modri?...what a guy!! #WorldCup #CRO,"Texas, USA",FALSE,pos
740,AMKiko,96694892,Washed. Dryed. Hanging. See you in 4 years #worldcup #Qatar2022 #BRA https://t.co/2wkQawoXaJ,"Deerfield Beach, FL",FALSE,nan
741,jackiesampieri,18314774,"For some reason I don't think Putin is happy with this.
#Mundial2018 #WorldCup
Um, go France. ? https://t.co/Qth0SJB6VK","Pasadena, TX",FALSE,pos
742,AshmiNYC,12258842,"When #IvanRakati? kicks the winning penalty shot for #CRO? ? knocking out #RUS? ?, #Spain gets a little sweet reven… https://t.co/9Pg433aT8g","Manhattan, NY",FALSE,nan
743,godhatesswags,551259591,In so happy for @RRROSNA #Croatia,"Los Angeles, CA",FALSE,pos
744,mpscheerer,348732031,"When it comes to storytelling, no one can write a tragedy better than Russia ??. They’re gripping, intimate, fortui… https://t.co/6nmrQ3Otw0","Vancouver, WA",FALSE,nan
745,rcmercado,348963612,I absolutely think this is #BEL year... #WorldCup https://t.co/YFthtL7bK7,"Brushy Creek, TX",FALSE,pos
746,jraitz4,818606444,What a game!! ?? #WorldCup #RUS #CRO,"Texas, USA",FALSE,nan
747,MadameMiso,2598485287,This has been a #WorldCup18 of shootout rounds. Congrats #Croatia #CroatiavsRussia #WorldCup https://t.co/E5mBPgpJRt,"Houston, TX",FALSE,nan
748,Curved_too_much,8.06E+17,“AFUCKINGGAME” that’s all it is. A game. #worldcup https://t.co/H9oCBptRP3,"Conroe, TX",FALSE,nan
749,kmlarkinwong,248945322,Congrats on the win @sarahvanculin! Who else among the #ladylawyerdiaries crew is watching/rooting for a team in th… https://t.co/Kifydrza96,"Castro Valley, CA",FALSE,nan
750,Jack_Hurley_R,311863941,Wrighty has had me in stitches all Tournament??? #WorldCup https://t.co/DA0rgAX79l,"Grove City, OH",FALSE,nan
751,KayRedz,44364962,A Russian loss is an American win! Croooooooatiaaaaa!! #shotgunning #beersforyears #sundayfunday #croatia #america… https://t.co/myMVLgMo8o,"New Jersey, USA",FALSE,pos
752,AmyKate8LFC,28965356,"?? Croatia ??

Best match of the FIFA World Cup IMO

Well done #Croatia and my boy #DejanLovren 

#WeLiveFootball… https://t.co/eqf9bwU7Mk",Señor Grubby's,FALSE,pos
753,IanCMackenzie,41871009,"“And another thing Donald, when we meet in Helsinki we will not be discussing World Cup.” #RUSCRO #WorldCup… https://t.co/4hPFGY3bUG","Boston, MA",FALSE,nan
754,calebfitz77,22801280,No doubt Russia getting Sochi Olympics and World Cup was done with bribes and backhanded deals (that's how it's don… https://t.co/KtMLYIn4FX,"San Marcos, CA",FALSE,nan
755,talat_ulutas,9.90E+17,#RUSCRO #WorldCup #DomagojVida aaaa!!! @BesiktasEnglish @Besiktas @BesiktasUsa1903 https://t.co/qXt4lWH7qT,"New York, USA",FALSE,nan
756,cleared37Joseph,1090537537,@AMike4761 Greatest #France ?? Accomplishment Comes Home To Roost? @ThomasPKennedy3 https://t.co/AZWImORkAu,"Massachusetts, USA",FALSE,nan
757,SritaMayelita,20737005,@marjorie_zelaya So glad #Cro is moving on and not #rus #WorldCup,"Appleton, WI",FALSE,nan
758,hbbtruth,1965578353,"@maralkalajian Disappointed. With. Effort. #WorldCup?? #Sweden ?? vs #England ???????
English fans saying ""Football… https://t.co/3pMbMsVOPW","Hollywood, FL",FALSE,nan
759,srateshtari,42689056,Such a great game. #Croatia deserved the win ? https://t.co/X4nPf9brsn,"North Potomac, MD",FALSE,pos
760,PghSoccerScribe,33558682,it's silly every four years to hear people complain about Pks. Is it the ideal way to determine a winner? I don't c… https://t.co/xlJDSfLn3q,"Pittsburgh, PA",FALSE,nan
761,smasheton_,16742951,Me: I’m just gonna walk on the treadmill while watching the end of this #WorldCup game to loosen up my dead legs so… https://t.co/fX2HSSbApv,"Charlotte, NC",FALSE,nan
