,screenName,userId,text,location,multi-team
3320,SupervisorAlejo,96075697,"For all my Croatian friends in Watsonville, I’m hoping Croatia?? takes down Russia??!!! Fuera!!!#WorldCup","Salinas, CA",False
3321,Harold_Tees,121732935,Any #WORLDCUP game better than any club game EVER,"Houston, TX",False
3322,Will2565,375195645,Dad....Since you have been watching #WorldCup all day (IN MY CHAIR) im not going to shut up unless you let me nibbl… https://t.co/lRaW8nw3ib,"Norfolk, VA",False
3323,tlpretender,21568108,"World Cup + Central Park + Beer = Awesome Day!
Love NYC!!!
#WorldCup #nyc https://t.co/0DoKtWVlZB","Manhattan, NY",False
3324,EricaAlisse,1119987056,Can't think of a better way to spend my Saturday than lying around the house watching soccer all day with my pup ??… https://t.co/roZKCXmu9N,"Greenville, SC",False
3325,BadwolfTX,16350729,"Big ol pot of chili simmering on the stove, bottle of rose on ice, #RUSCRO #WorldCup match on the TV, and not packi… https://t.co/GuBijDhzut",United States,False
3326,AndBrent,18516955,15yo: “Why don’t we call soccer ‘football’ like everyone else? Soccer doesn’t mean anything. In American football y… https://t.co/btb3JIVLxZ,"Mission Hills, KS",False
3327,nnyc,19616713,#worldcup viewing #miamibeach style https://t.co/8kIZsxtUix,"Florida, USA",False
3328,AD_Foster,32454230,American &amp; English fans should ALL be cheering on Croatia… ‘nuff sad #RUSCRO #WorldCup,"Lincoln Square, Manhattan",False
3329,TheNewStupidity,117595869,When you see it...  #england https://t.co/6xfAkDfioC,"Barnegat Light, NJ",False
3330,JoseGtz488,108527607,#CRO #WorldCup #Rusia2018 #RUS,"East Franklin, NJ",False
3331,Jerrenwade,314993621,I want England to win the #WorldCup for no other reason than the memes,"Louisville, KY",False
3332,CarolDWoodward,51452908,Favoring #CRO against #RUS  #worldcup strictly personal!,"Virginia, USA",False
3333,gorgood76,871031761,Let's go #Croatia,"Dearborn, MI",False
3334,SKCfan1,712956186,The Russian keeper’s gloves have to be illegal. Like Batnman or Geckoman gloves #RUSCRO #CRO? ? #RUS? ? #WorldCup @nate_bukaty,"Shawnee, KS",False
3335,MTVKathrynP,806951938273247232,"Things I thought I’d never say: “This live band needs to stop, I’m trying to listen to the soccer game” #worldcup","Hoboken, NJ",False
3336,oshuaj,118934371,Football Come Home to Croatia Where It Was Invented in 1978. #WorldCup,"Green Bay, WI",False
3337,The_K_Cichon,50755705,Pulling for my Croatians today!! Down goes Russia and Cormier! #Croatia #Stipe,"Twinsburg, OH",False
3338,ChristyWill,23795962,"In a daze after that amazing match! Way to clinch the W and your spot in the Semis, #ThreeLions !! @England… https://t.co/RlkKjvfpnJ","Los Angeles, CA",False
3339,CentralKingston,1103010607,"The Russian fans have me thinking Maximus and the gladiators about to enter the field
#WorldCup 
#RUSCRO","Los Angeles, CA",False
3340,DJClubKillaCK1,27017561,"come watch #WorldCup ?? summerhillbk #BrunchParty Right now, #openairlounge @ Summerhill BK https://t.co/TmZcnIJtdn","Brooklyn, NY",False
3341,amidukamara,419524876,Putin's boyz are deadly on the counter. Croatia should B-careful #WorldCup,"Knoxville, TN",False
3342,Averagely_Fab,32519525,"LIIIIIIVING MY BEST LIFE! ???????
•
•
#averagelyfabulous #margarita #worldcup #england #cominghome #poolparty #gay… https://t.co/D3Erj2JwS7","Los Angeles, CA",False
3343,nathaneide,14400835,Jesus. The noise from this Russian crowd is terrifying. #worldcup,"Minnesota, USA",False
3344,jenn_rest,414122326,Croatia fans up in here ?#WorldCup #CroatiavsRussia https://t.co/Lmi5BC3FUk,Hammer Museum,False
3345,ALL_PRO_G,39735369,"I gotta give it to #RUSvsCRO , they dont do a whole lot of that punk ass flopping. Theyre out there manning up. #Rusia2018 #WorldCup #RUSCRO","North Carolina, USA",False
3346,DanielsANerd,14607667,"Modri? out here running shit despite being so old. Swear I've seen him at the last four World Cups.

?????????

#WorldCup #WorldCup18","Chicago, IL",False
3347,NYCKING,19257498,#WorldCup skol chant,"Queens, NY",False
3348,EMcCauley55,64297344,The Iceland fans are still there.... God bless them. #MyHeros #worldcup,"Barberton, OH",False
3349,chief_joe500,231571737,Let’s win this #Croatia ?#RUSCRO,"Washington, USA",False
3350,dr004,23333915,#worldcup - Drinking a Two Claw by @westbrookbeer at @darensbeercave  — https://t.co/NjSZYs0eRI,"South Carolina, USA",False
3351,PacificAziz,341977986,#Russia2018 Russia Vs Croatia is a much much better game than this previous boring one. I'm entertained; good luck… https://t.co/m8gIsqBob2,"Dallas, TX",False
3352,FJackson76,32946410,Russia's coach looks like he yells at puppies and babies for fun. #WorldCup,"Wilsonville, OR",False
3353,toffolimatt,248418057,"@MenInBlazers This has been a bizarro #WorldCup for #England . Competence at set pieces, playing with confidence, n… https://t.co/lHHnaUwttM","Manhattan, NY",False
3354,ChickenDanCO,1621424526,Mixed feelings rooting for #Croatia right now since House #Lannister has made such a mess of the place. #WorldCup2018 #GOT,"Niwot, CO",False
3355,jaydiamond,6576562,"I can't be the only one who thought #Russia swapping out their anthem for ""God Save Polonoium"" was a little too muc… https://t.co/hxHzCYjtsr","Menlo Park, CA",False
3356,haendelm,48201771,#Congrats  #England #WorldCup18 Didn’t see the game but I hope #HarryKane didn’t Flop to the Semi’s like he did against #Colombia,"Marco Island, FL",False
3357,__MeganJohnston,20526676,#Belgium definitely controlled the pace yesterday but it still had the feel of Brazil’s uptempo play. Today’s… https://t.co/Tu8ur8Uiap,"Rancho Cucamonga, CA",False
3358,ColinEtnire,96858826,Luka Modri? is the midfielder I’m going to make my future footballing children watch on tape until they can’t stand… https://t.co/rPENNTm0l0,"Washington, DC",False
3359,amidukamara,419524876,"This Russian team is underrated. No ones giving them a chance. Remember, they knocked out the 2nd favourite in the competition. #WorldCup","Knoxville, TN",False
3360,methemoglobinem,933274877959606272,"This football match needs a blunt and a Xanax 
#WorldCup","Maryland, USA",False
3361,fifa2018free,598777289,"Watch #Russia vs #Croatia Live Stream Free TV Coverage HD.

Watch Free:: https://t.co/56o2EVw0s9
#CRO
#RUSCRO… https://t.co/iKQWSFKNa5",United States,False
3362,JoelContartese,178536817,"Russia had a good run, but I think their World Cup dreams come to an end today #WorldCup","Los Angeles, CA",False
3363,TheKyleJenkins,386297587,I don't watch much soccer but I'm starting to see some of the appeal.....at least during the #WorldCup lol,"Chalco, NE",False
3364,steveolson,8888,all i am saying is if rugby players flopped everytime they took cleats to the shins or got their feet stomped on... #worldcup,"Oakland, CA",False
3365,LLinOH,77035894,Is it inappropriate to drink vodka while Cheering for CROATIA? ?? #ruscro #worldCup #Luka @ Rusty Bucket Restaurant… https://t.co/FMwrYKpRpL,"Dublin, OH",False
3366,AnthonyTSolano,231620997,Bruh I need one of these black Croatia jerseys ASAP #WorldCup,"Connecticut, USA",False
3367,jackCduffey,815033083372126208,"Cheering for France in this #WorldCup bc of the @SBNation article that related them to the Dawgs

#GoDawgs #AllezLesBleus","Hawaii, USA",False
3368,EdoSoros,806551722739044352,GO ?? CROATIA #worldcup,"Washington, DC",False
3369,HolaRamito,388992030,#Cro midfield is an absolute joy to watch. Ridiculously good. #WorldCup,"Ocean City, MD",False
3370,MarjofTheEarth,3264938874,#Croatia?? https://t.co/zB70nxq3s5,"Texas, USA",False
3371,yankgrana,84295103,"So. Cal. life with some #WorldCup @ El Porto, Manhattan Beach https://t.co/s45f29fkv3","Manhattan Beach, CA",False
3372,1spoof2,307134681,Yeah England through to the Semi-finals #Fifaworldcup,"Philadelphia, PA",False
3373,sudiptoguha,55279899,British commentary &gt;&gt;&gt; US commentary #FIFAWorldCup,"San Jose, CA",False
3374,MarjofTheEarth,3264938874,#Croatia?? https://t.co/JWN45N12pi,"Texas, USA",False
3375,brewcity77,142118069,@maffff @lukesouthwood1 @DannyNamaso But at least you can enjoy @AndrijaNovakov3 lifting the #worldcup on his home soil ?,"Milwaukee, WI",False
3376,jdharsulkar,390178847,Come on #CRO kick the fuck out of #RUS from the #WorldCup,"San Antonio, TX",False
3377,kajsa_soderlund,3175626087,Dick pix  DM’s when #England win the #WorldCup2018,"Naples, FL",False
3378,MoNabhan,272974813,"Come on Croatia!
#croatia #worldcup2018 #chicago #bdayweekend #icelandicmule @ Timothy O'Toole's Pub https://t.co/Otd4Mv4K1F","Chicago, IL",False
3379,JakePlanton,14827375,Let’s go #Croatia!! #RUSvsCRO,"Portland, OR",False
3380,tnelly51,280124716,"Toni Kukoc, Croatian, was one of my favorite players. But my favorite Instagram model is Russian. I have mixed feel… https://t.co/nB6VsDrc1z","Omaha, NE",False
3381,PatrickLowery,19783541,It’s REALLY hard not to want Russia to win given Croatia’s haircuts. #worldcup,"Philadelphia, PA",False
3382,IvanAtDell,473987163,#GoRussia :) #RUSCRO #WorldCup https://t.co/mZCYKnmZvf,"Spring Hill, TN",False
3383,alextyler1267,76142172,Lol that ref looked pissed. #WorldCup,"Minneapolis, MN",False
3384,kmcorder,40564434,I need a soccer jersey. #USA #WorldCup,"Houston, TX",False
3385,mcowartlaw,23802198,This is the match where Russia is reminded that it’s Russia. #CRORUS #WorldCup,"Helotes, TX",False
3386,FranchesciaM,2790063603,#croatia please don’t play with my emotions.,"Georgia, USA",False
3387,kickit365,1220666234,"It’s coming home ???????... is it?
Don’t miss #worldcup Final Sunday July 15th Pre-game, Huge HD Screen, Breakfast… https://t.co/uhTVNFomJz","San Francisco, CA",False
3388,bulgarianalien,232074003,#pokemonvpepsi #russia2018 #russiavcroatia @ Fox &amp; Hound https://t.co/IblB3MJJpn,"Arlington Heights, IL",False
3389,matt_larrick_yt,893218863046938624,@PrincipalCGHS Cmon England ??????? let’s go England #ThreeLions #itsComingHome #ENG #WorldCup https://t.co/AAFM61I6wk,"Plantation, FL",False
3390,gmblake,16789215,Congratulations to #ThreeLions for advancing to the semifinals!!! #England,"Oregon, USA",False
3391,DThackham,43682571,Just spent the last half hour filling out all of the #WorldCup results in my @PaniniAmerica sticker album! https://t.co/CzqqnzNizF,"Fort Mill, SC",False
3392,TheRealSexton,508196126,"Cheering on my fellow countrymen, go Croatia!!!! #WorldCup2018 #Croatia #soccer #WINNER","Palos Hills, IL",False
3393,jdharsulkar,390178847,"Just looked at the highlights of the #BEL v #BRA game yesterday, and the tackle by @VincentKompany on… https://t.co/nrIiJcywkN","San Antonio, TX",False
3394,RealBobWalters,4188567442,"Russia attempting to be the most unlikely Final Four team since Loyola Chicago....
#WorldCup #RUSvsCRO","Queens, NY",False
3395,JRForsgren,206928933,Which vic is which? #russiacroatia #Croatia #WorldCup18,"Manhattan, NY",False
3396,vicster,1233431,#RUS and #CRO are creating some early looks. #WorldCup,"Raleigh, NC",False
3397,RoyalDansk304,253412829,Unsubscribe to all things #WorldCup,"Alexandria, VA",False
3398,mloughlin,35731120,#FifaWorldCup2018 #WorldCup #RUSvCRO #F1 https://t.co/0LibYSejDq,"Massachusetts, USA",False
3399,tjc_12,271252239,Do you think #Croatia watched “Miracle” to get ready for this game against the Russians? #WorldCup #Cro #Rus https://t.co/9eGSBKmFlh,"Corpus Christi, TX",False
3400,curiousonly,156773317,@sandiegian_ #ItsComingHome #worldcup #eng ????,"San Diego, CA",False
3401,chellychelle,15935612,"Ready for today’s match! #croatia ?? #fifaworldcup #futbol #RUSCRO @ Cupertino, California https://t.co/IZYRy6kiQO","Cupertino, CA",False
3402,SanFransFinest,164463611,Lets go #Croatia!!!! #WorldCup,"San Francisco, CA",False
3403,soccerworldcups,240991561,Russia Vs Croatia Live Stream Free Online Full Game #WorldCup #Russia #Croatia FIFA World Cup 2018 Now Watch Online… https://t.co/ryQL3X6rvY,United States,False
3404,MNH25,26386626,I feel like ?? needs to have the ?? Putin the box to have a chance against Mother ??. #DictatorPun #WhoGetsIt #WorldCup,"Houston, TX",False
3405,OCBarra,396048433,Let’s see how far Putin’s reach really is. #WorldCup #RUSCRO,"Orlando, FL",False
3406,MNH25,26386626,It hasn’t crossed my mind that ?? moves past ???????. #FlagPun #WhoGetsIt #ThreeLions #WorldCup,"Houston, TX",False
3407,EAShannon,602393889,#worldcup #Saturday @ Brooklyn Bavarian Biergarten https://t.co/1nXjpzjLif,"Brooklyn, NY",False
3408,vandaTHEpanda,54398893,Spotted: Happy chipmunk-looking England supporter with no more wisdom teeth celebrating with an ice pack and… https://t.co/C5zs8TbS1P,"Austin, TX",False
3409,CellarDoorGirl,17243865,If #Russia wins they play #England in the #poisonplayoff #WorldCup https://t.co/eg4fN2OuXt,"Grandview, WA",False
3410,AmandaOnFOX7,19099373,This is very cool. #StanleyCup hanging out at the #WorldCup today. #Ovechkin is back in his home country to support… https://t.co/LZL5bTzmi0,"Texas, USA",False
3411,Rachel_Y,21417999,Let’s go #Croatia!!!! Kick some Russian butt. #WorldCup2018,"Des Moines, IA",False
3412,alramirezUSA,21209087,@TonyKrvaric Have fun Tony! #FIFAWorldCup #WorldCup #RussiaWorldCup2018 #RUSvsCRO,"Santa Monica, CA",False
3413,kmcorder,40564434,#RUSCRO is live! #WorldCup,"Houston, TX",False
3414,As_Fan_Radio,952843699737653248,"TONIGHT @ 8 pm PST!

#AsFAnRAdio #15YeArsOfAFR #TwitchTV #Athletics #RootedInOAklAnd #50YeArsInOAktown… https://t.co/AEwTGn3a3H","Oakland, CA",False
3415,sexlifehannah,18041437,"Vanilla ice cream, spiked with Kahlua, and #ruscro #WorldCup","Los Angeles, CA",False
3416,dakotaleebishop,772056792,Honestly digging these #Croatia kits. The black is pretty slick. #CRO #RUS #RUSCRO #WorldCup,"Tallevast, FL",False
3417,ChristyVilgiate,15361794,And now a lovely game watching at The Goat Patch! Go Russia my people!! #CroatiavsRussia #FIFAWorldCup #Russia https://t.co/VxMnBTHecF,"Colorado Springs, CO",False
3418,TonyKrvaric,15533337,Idemo Hrvatska! Go Croatia! ?? #CRO #RUSCRO #WorldCup https://t.co/gnpmvBZkP0,Princess Pub & Grille,False
3419,PhilinNashville,988626121154617345,Unwar Russia’s pewee style gamers?? #WorldCup,"Nashville, TN",False
3420,MikeOSheaPJ,17086848,I always root for members of @NATO Go #Croatia  #RUSCRO,"Boston, MA",False
3421,benjaminhk01,3389914540,"Weird that England hasn’t done their typical collapse yet. Then again, there are still two more rounds. #ENG #SWE #SWEENG #WorldCup","South San Francisco, CA",False
3422,BCGtheFirst,19311700,"We all know #rus is winning this game, right? #WorldCup https://t.co/EkcuzQIkvY","Texas, USA",False
3423,fifa2018free,598777289,"Watch Russia vs Croatia Live Free FIFA World Cup 2018 HD TV Streaming Now Full Game Online. #RUSCRO 

Free?TV?… https://t.co/nSB6rAtLjD",United States,False
3424,Fuschia_Goddess,208768570,"I know zero about #WorldCup soccer, but I am rooting like heck for Croatia rn.",Borgata Outdoor Pool,False
3425,JustDenny_,1240478244,#Croatia,"Houston, TX",False
3426,PacoSomoza,288531459,Happy #WorldCup Saturday https://t.co/ywkJ2MYE5I,"Austin, TX",False
3427,NoddyLawson,114356257,Love how confused Americans are about “its coming home”. ??????? #england #worldcup #itscominghome,"Portland, ME",False
3428,AndrewACCarter,534745687,Every time I hear the Russian national anthem I think of #TheHuntForRedOctober and former @WWE wrestler Nikolai Vol… https://t.co/O9B3VSXtvs,"Marion, OH",False
3429,beatsc,36825596,Please no stupid yellow cards. #worldcup,"Long Beach, CA",False
3430,alexx_blancoo,427213220,"I’m all in on @England to win the World Cup, would love to see it #itscominghome #WorldCup","Oak Forest, IL",False
3431,revtomtravels,17378553,Let’s Go Croatia ?? HR-VAT-SKA!!!!! #croatia #WorldCup2018,"Virginia, USA",False
3432,DanIsett,20247181,Let's go #CRO ! #WorldCup,"Austin, TX",False
3433,AD_Foster,32454230,"Cheering on Croatia, for obvious reasons... #RUSCRO #WorldCup #SoccerSaturday (at @PlayaBettys in New York, NY) https://t.co/gMh3L7V7kW","Manhattan, NY",False
3434,bardhazenuni,923989789,GO #CROATIA ????????,"California, USA",False
3435,EZembeck,503933572,"Leggo #Croatia!!!!! Eff Russia for many other reasons, but mostly that they’re a hack team with little talent that plays a crappy style.","Newburyport, MA",False
3436,timjamescordell,251157718,"Alejandro had a more laid back celebration to me!! It’s coming home! 
.
.
.
.
#england @england #17months #son… https://t.co/qmnrbBPGfL","South Carolina, USA",False
3437,HerlanSurething,2265157782,#RUS vs #CRO ?????????? let's do it!  #WorldCup #Rusia2018 #RUSCRO #Sochi,"Houston, TX",False
3438,Chase_Glorfield,805271258,Let’s go ??!!! #WorldCup,"Twin Falls, ID",False
3439,Phxtristar,4339779374,"#Croatia #WorldCup2018 #Futbil @FIFAWWC fifa.worldcup2018 @soccerdotcom #FutbolNeverSoccer???? @ Gilbert, Arizona https://t.co/spoEJdt6Vh","Gilbert, AZ",False
3440,girthymac,19261021,Croatia -250 to advance #worldcup,"Sparks, NV",False
3441,Afro1jay,48653828,Yaaass 4 the England win! #worldcup #football #blessed? #happy #grateful #relaxjng #Atlanta #getaway ???????????? @… https://t.co/ldxOA6UxUU,"Marietta, GA",False
3442,sleon,11267122,THE BATTLE OF THE EAST #RUSCRO #WorldCup,"Weston, FL",False
3443,JohnHawkBanks,502129002,The last #WorldCup Quarterfinal Plate Preview is on. Fried watermelon from #RUS or grilled octopus from #CRO ?  The… https://t.co/nRBJtPLtxH,"New York, NY",False
3444,NewHelvetiaBrew,625028968,"Yes! Open now for #WorldCup #Croatia vs Russia
Saturday Morning 11am @NewHelvetiaBrew https://t.co/rLCIJXLC5b","Sacramento, CA",False
3445,MattASanders,2303963467,“Seven Nation Army” was written by an American group. That means the US will be in the #WorldCup final.,"Houston, TX",False
